"occurrenceID","eventID","basisOfRecord","institutionCode","collectionCode","datasetName","ownerInstitutionCode","language","scientificName","kingdom","phylum","class","order","family","genus","taxonRank"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QE_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QE_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QW_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QW_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QN_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QN_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QS_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QS_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QE_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QE_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A24_QW_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A24_QW_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QN_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QS_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QE_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A29_QW_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QN_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QE_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QS_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A28_QW_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
