measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementMethod,measurementDeterminedDate,measurementRemarks
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401,specific plant cover,42,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401_11_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,24,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,14,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_11_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401_12_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20130401,specific plant cover,24,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,8,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,18,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_11_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401_12_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20130401,specific plant cover,26,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,38,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,22,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,12,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401_11_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20130401,specific plant cover,16,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,28,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,8,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,8,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,specific plant cover,36,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,16,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,6,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,8,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,specific plant cover,16,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,26,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,6,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,12,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,2,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,specific plant cover,12,percentage,Point-Quadrat,2013-04-02,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,28,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,24,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,22,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,8,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,specific plant cover,8,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,specific plant cover,18,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,specific plant cover,8,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20130401,specific plant cover,36,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,20,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,specific plant cover,16,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,8,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,14,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,10,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_11_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_12_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_13_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_14_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_15_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,12,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401_16_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_01_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,16,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_02_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_03_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,6,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_04_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_05_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,4,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_06_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_07_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_08_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_09_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,2,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401_10_V09,CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20130401,specific plant cover,16,percentage,Point-Quadrat,2013-04-01,https://vocabs.lter-europe.net/envthes/en/page/20537
